7CN3ENwfMBE_000096_000106#zh#0 一个穿着黑色衣服的人和另一个拿着纸在说话。
dwnJ2C0puaQ_000003_000013#zh#0 一个男人坐在椅子上，旁边是散落的自行车配件，他在整理这些零件，然后站起来走了。
dwnJ2C0puaQ_000003_000013#zh#1 一个穿着白色上衣的人坐在白色塑料椅子上，拿着一块白色的布在擦自行车的零件，组装了一部分之后就走了。
dwnJ2C0puaQ_000003_000013#zh#2 一个穿白色衣服的男的在自己家中组装自行车。
dwnJ2C0puaQ_000003_000013#zh#3 一名身穿白色上衣的男子，正坐在白色的椅子上。
dwnJ2C0puaQ_000003_000013#zh#4 在一个明亮的房间里，一个男人坐在椅子上摆弄地上的零件。
dwnJ2C0puaQ_000003_000013#zh#5 一个人花了很多时间把一块自行车分解了下来。
dwnJ2C0puaQ_000003_000013#zh#6 一个男人正在拼凑着一台自行车的一部分，然后走开。
dwnJ2C0puaQ_000003_000013#zh#7 一个人正在将自行车拆卸，并切擦着小零件。
dwnJ2C0puaQ_000003_000013#zh#8 一个人在把自行车拼起来之前先清理一下。
dwnJ2C0puaQ_000003_000013#zh#9 一名男性在做自行车重新装配时的清洁。
sFBmopep6NQ_000110_000120#zh#0 一个身穿灰色衣服的男人正在安装自行车座子。
sFBmopep6NQ_000110_000120#zh#1 一名男子正在安装一辆自行车的车坐。
sFBmopep6NQ_000110_000120#zh#2 一个穿着灰色上衣的人在调试自行车。
sFBmopep6NQ_000110_000120#zh#3 一个戴着帽子穿着短袖的人手里拿着自行车的坐。
sFBmopep6NQ_000110_000120#zh#4 一个戴帽子的男人正在固定自行车座。
sFBmopep6NQ_000110_000120#zh#5 一个男人正在商店里安装自行车的座位。
sFBmopep6NQ_000110_000120#zh#6 一个男人一边说话一边对自行车座位进行了调整。
sFBmopep6NQ_000110_000120#zh#7 一个男人正在调整自行车的座位部分。
sFBmopep6NQ_000110_000120#zh#8 一个男人正在调整自行车座位的高度。
sFBmopep6NQ_000110_000120#zh#9 一名男子将自行车座椅接到自行车的长杆上。
pPSbxPxsX2M_000050_000060#zh#0 一个男人正在床上讲解如何组装一辆自行车。
pPSbxPxsX2M_000050_000060#zh#1 一位中年大叔在桌子上组装一辆小孩自行车。
pPSbxPxsX2M_000050_000060#zh#2 一个男人正在讲解组装小自行车的过程。
pPSbxPxsX2M_000050_000060#zh#3 一个白衣服的男人，正在用手摆弄一个散架的自行车。
pPSbxPxsX2M_000050_000060#zh#4 一个穿着白色上衣的人正在展示玩具车。
pPSbxPxsX2M_000050_000060#zh#5 一名男子打开儿童自行车的箱子, 展示了盒子里装着什么。
pPSbxPxsX2M_000050_000060#zh#6 一个男人正在组装一个车架本身已经拼凑起来的自行车。
pPSbxPxsX2M_000050_000060#zh#7 一名男子拆开自行车并解释它是拆装的。
pPSbxPxsX2M_000050_000060#zh#8 一个男人把一辆自行车从盒子里拿出来。
pPSbxPxsX2M_000050_000060#zh#9 一个穿着白色衣服的男子，手上拿着很多自行车的零件一直在说话。
C8HjFogZel4_000071_000081#zh#0 一个人的双手握住铁棍一手在铁棍的旁边。
C8HjFogZel4_000071_000081#zh#1 有一个人把一辆自行车倒放过来，在弄一个开关。
C8HjFogZel4_000071_000081#zh#2 一个穿蓝色裤子的人在讲有关自行车的知识，。
C8HjFogZel4_000071_000081#zh#3 一个人手上拿着一个轮子的零件一直在说话。
C8HjFogZel4_000071_000081#zh#4 一个穿着蓝色衣服的人正在修一个自行车。
C8HjFogZel4_000071_000081#zh#5 一个人正在演示如何正确修理自行车。
C8HjFogZel4_000071_000081#zh#6 一个人演示如何将新轮子牢固地固定在自行车上。
C8HjFogZel4_000071_000081#zh#7 一个人的手正在展示对自行车做点什么。
C8HjFogZel4_000071_000081#zh#8 一个女人正在对着一台倒立着的自行车谈论它的机械工作原理。
C8HjFogZel4_000071_000081#zh#9 一名男子在机械上拧紧自行车轮圈, 然后展示整个轮胎。
WKNa4ZL3raA_000067_000077#zh#0 一个穿着黑色衣服的男人正在拆除电脑主机的零件。
WKNa4ZL3raA_000067_000077#zh#1 一个男子正在向我们展示他是如何安装电脑主机里面的线。
WKNa4ZL3raA_000067_000077#zh#2 一个穿蓝色上衣的男子坐在那里修理一台主机。
WKNa4ZL3raA_000067_000077#zh#3 一个男人将电脑主机箱转过来，并且修理里面的线。
WKNa4ZL3raA_000067_000077#zh#4 一个人打开电脑主机的后盖，把里面的电线拔了下来。
WKNa4ZL3raA_000067_000077#zh#5 一个人拿起计算机主机，然后拔掉主机内部电缆。
WKNa4ZL3raA_000067_000077#zh#6 一个人将计算机内部的一串电线拆了下来。
WKNa4ZL3raA_000067_000077#zh#7 一个人移动一个打开的计算机然后断开一个电缆。
WKNa4ZL3raA_000067_000077#zh#8 一个人在PC塔上工作然后开始从各种部件上拆除电缆和电线。
WKNa4ZL3raA_000067_000077#zh#9 一名男子从一个机器的后面移除电源线。
rU26NkL_l5E_000355_000365#zh#0 一双手在一个看起来像汽车发动机的设备上摆弄着，然后双手离开了设备。
rU26NkL_l5E_000355_000365#zh#1 一个男人一边说话一边装着电脑主机。
rU26NkL_l5E_000355_000365#zh#2 一个男人在给发电机重新安装电线并讲解步骤。
rU26NkL_l5E_000355_000365#zh#3 一双手在检查计算机机箱排除故障。
rU26NkL_l5E_000355_000365#zh#4 一个人在整理电脑机箱里风扇旁边的线。
rU26NkL_l5E_000355_000365#zh#5 一个人把电路中的一些连接线连在一起并对它进行了解释。
rU26NkL_l5E_000355_000365#zh#6 一个男人正在研究机器背面的一些电线。
rU26NkL_l5E_000355_000365#zh#7 一名男子正在调整机器主机内部的一些电线，并讨论着对未来的憧憬。
rU26NkL_l5E_000355_000365#zh#8 一个人正在演示如何安装电脑的电源线。
rU26NkL_l5E_000355_000365#zh#9 一个年轻人演示如何向计算机添加组件。
R7bbf11KYd8_000274_000284#zh#0 一个人把电脑主机里的风扇拆除后搬起一根铁片。
R7bbf11KYd8_000274_000284#zh#1 一个人在拆卸电脑主机机箱并展示。
R7bbf11KYd8_000274_000284#zh#2 一个穿着白色衣服的人正在修复杂的电路。
R7bbf11KYd8_000274_000284#zh#3 一个人从电脑主机上卸下了主机电源。
R7bbf11KYd8_000274_000284#zh#4 一个人将机器中的散热风扇拆了下来。
R7bbf11KYd8_000274_000284#zh#5 又热你正在拆借一些精心制作的电子设备，这些东西可能是电脑内部的东西。
R7bbf11KYd8_000274_000284#zh#6 一个人将CPU风扇从计算机的主板上取下，然后释放CPU的锁存器。
R7bbf11KYd8_000274_000284#zh#7 一名男子从一块技术的主板上拿出一件设备。
R7bbf11KYd8_000274_000284#zh#8 一名男子正在展示排风机是如何装入电脑的。
R7bbf11KYd8_000274_000284#zh#9 一个人正在演示如何把一个零件组装到计算机板上。
pVtNYUM3FoY_000088_000098#zh#0 左手拿着一个物件，右手拿着一只笔指着那个物件。
pVtNYUM3FoY_000088_000098#zh#1 一个男人正在教人们如何正确的安装散热器到主机里。
pVtNYUM3FoY_000088_000098#zh#2 一个人拿着电脑主机的零件放到了主机里边。
pVtNYUM3FoY_000088_000098#zh#3 在一间明亮的房间内，一个男人，在安装电脑主机。
pVtNYUM3FoY_000088_000098#zh#4 一堆电子板前，一个人拿着一块电子板，用笔指点着上边金黄色部位。
pVtNYUM3FoY_000088_000098#zh#5 有人在制造电脑时，正在添加一个冷却风扇。
pVtNYUM3FoY_000088_000098#zh#6 一个人正在非常仔细地修补一个电子设备上的芯片。
pVtNYUM3FoY_000088_000098#zh#7 一名男子正在使用钢笔来展示如何将风扇安装到某种类型的机器内部。
pVtNYUM3FoY_000088_000098#zh#8 一个男人把一块电脑机器放进了更多的碎片里。
pVtNYUM3FoY_000088_000098#zh#9 一个人把小风扇放在一个机器上，一只手里拿着一支笔。
9zIne0cmv4c_000432_000442#zh#0 一个电脑机箱，里面有电脑主板还有各种电脑组件。
9zIne0cmv4c_000432_000442#zh#1 一只手在电脑主机内部用手指着主板。
9zIne0cmv4c_000432_000442#zh#2 一个人在修理着一个绿色的电路板。
9zIne0cmv4c_000432_000442#zh#3 在一个明亮的房间，一双手正在维修着计算机。
9zIne0cmv4c_000432_000442#zh#4 一个人正在用手对一台复杂的机器指点。
9zIne0cmv4c_000432_000442#zh#5 有人拆开了一台电脑并展示计算机的内部。
9zIne0cmv4c_000432_000442#zh#6 一位年轻的男人展示了如何在计算机塔内存取内存。
9zIne0cmv4c_000432_000442#zh#7 男子伸手触摸金属盒底部和侧面的微型计算机部件。
9zIne0cmv4c_000432_000442#zh#8 一个小男孩正在检查一台电脑主机。
9zIne0cmv4c_000432_000442#zh#9 一个人的手放在电脑的后部，并谈论着什么。
t8C7jWkyaWg_000094_000104#zh#0 在一个室内场所，一群人举着手在唱歌。
t8C7jWkyaWg_000094_000104#zh#1 在一个宽阔的场地里，站满了人，所有人都举着手。
t8C7jWkyaWg_000094_000104#zh#2 场内密密麻麻站着一群人，他们很多人都双手举手。
t8C7jWkyaWg_000094_000104#zh#3 一群人举着手机在一个大厅屋里面做事情。
t8C7jWkyaWg_000094_000104#zh#4 很多人举着手站在一个大房间里面，房顶挂着许多小旗。
t8C7jWkyaWg_000094_000104#zh#5 一群人站在礼堂里，双手举在空中，随着音乐摇摆。
t8C7jWkyaWg_000094_000104#zh#6 一个巨大的礼堂里挤满了人，他们举起了双臂。
t8C7jWkyaWg_000094_000104#zh#7 音乐在舞台上演奏，一大群人举起手来。
t8C7jWkyaWg_000094_000104#zh#8 一首歌曲正在播放，人们在宗教仪式上敬拜。
t8C7jWkyaWg_000094_000104#zh#9 在一个拥挤的房间里，人们站着，一边唱着一首歌，并且嗽举起了双手。
rID27hu1n0s_002105_002115#zh#0 一个男人用一只手握着自己的另一只手的两个手指，一脸正经的在说着话。
rID27hu1n0s_002105_002115#zh#1 一个戴着眼镜的绅士男人在优雅的讲着话。
rID27hu1n0s_002105_002115#zh#2 一个戴着眼镜身穿黑色上衣的男子在讲话。
rID27hu1n0s_002105_002115#zh#3 一个穿西服的短发男子正坐在桌前讲话。
rID27hu1n0s_002105_002115#zh#4 一个穿着黑色衣服的人正在给大家演讲。
rID27hu1n0s_002105_002115#zh#5 一个男人正在做一个关于福利事业的演讲，并且需要了解发生了什么事情。
rID27hu1n0s_002105_002115#zh#6 一个衣冠楚楚的男人坐在桌旁，谈论病人的健康护理。
rID27hu1n0s_002105_002115#zh#7 一名男子和其他人坐在一群人面前的一张桌子旁, 谈论健康。
rID27hu1n0s_002105_002115#zh#8 一名穿着黑色上衣的男子正坐在一张桌子旁讲话。
rID27hu1n0s_002105_002115#zh#9 一个穿着西装的男人坐在会议桌旁发表演讲。
6_jfn-A9ouc_000116_000126#zh#0 在一个大厅里面一些人在台下唱歌，还有一些人在台上站着。
6_jfn-A9ouc_000116_000126#zh#1 一群人在一个房间里共同合唱一段音乐。
6_jfn-A9ouc_000116_000126#zh#2 一群穿着不同款式衣服的人站在台下，台上站了许多人。
6_jfn-A9ouc_000116_000126#zh#3 一个舞台上一群人在搞一个活动仪式。
6_jfn-A9ouc_000116_000126#zh#4 一群人在座位前站好，舞台上一个男人拿着开闪光灯的手机。
6_jfn-A9ouc_000116_000126#zh#5 一群人在舞台上唱歌，与此同时台下的观众在欢呼。
6_jfn-A9ouc_000116_000126#zh#6 一群人站起来在唱歌，舞台上有人拿着手机进行拍摄。
6_jfn-A9ouc_000116_000126#zh#7 大厅里一群不同的人正在用外语唱歌。
6_jfn-A9ouc_000116_000126#zh#8 一群人站在台下面排成几排正在唱歌。
6_jfn-A9ouc_000116_000126#zh#9 一群人站在台下看着台上的一群人说着话话。
1EhggBBgtLo_000031_000041#zh#0 一个人拿着麦克风站着在说话，周围一群人站着在听。
1EhggBBgtLo_000031_000041#zh#1 一个男人在主持一个活动，周围有很多围观的人。
1EhggBBgtLo_000031_000041#zh#2 一个男人拿着话筒在很多人面前讲话，人们都在看着他。
1EhggBBgtLo_000031_000041#zh#3 一个穿着黑色西服白色衬衫的男人拿着话筒讲着话，和其他人互动着。
1EhggBBgtLo_000031_000041#zh#4 在一个明亮的室内，一群人在看着，一个名男人在唱歌。
1EhggBBgtLo_000031_000041#zh#5 一位拍卖师站在房间的前面，向人群拍卖物品。
1EhggBBgtLo_000031_000041#zh#6 一群人正聚在一起参加一场拍卖会。
1EhggBBgtLo_000031_000041#zh#7 一个拍卖师在一个活动中喊出一个项目的出价, 兴奋地跑到那些人群身边。
1EhggBBgtLo_000031_000041#zh#8 一名男子在拍卖会上站在一群人面前，接受他们的竞标。
1EhggBBgtLo_000031_000041#zh#9 一个拿着麦克风的男人在一个房间里一边讲话，一边走动。
-Rb4JyBZ04Q_000000_000010#zh#0 一个男人在树荫下表演着后空翻，并成功落地。
-Rb4JyBZ04Q_000000_000010#zh#1 一个小男孩在马路上表演了一个后空翻。
-Rb4JyBZ04Q_000000_000010#zh#2 在一条马路上有一个穿蓝色衣服的男人正在后空翻。
-Rb4JyBZ04Q_000000_000010#zh#3 一个穿着深色衣服的人正在后空翻。
-Rb4JyBZ04Q_000000_000010#zh#4 在一个阳光明媚的天气，有一个穿着白色上衣的人做了一个后空翻动作。
-Rb4JyBZ04Q_000000_000010#zh#5 这个男孩站在车道上，他成功地完成了一个倒空翻。
-Rb4JyBZ04Q_000000_000010#zh#6 慢动作中一个男孩展示他的才华，他表演了一个后空翻。
-Rb4JyBZ04Q_000000_000010#zh#7 在慢动作中，一个穿白色上衣的小男孩在户外做着后空翻。
-Rb4JyBZ04Q_000000_000010#zh#8 一个小男孩在一条空路在公园做后空翻。
-Rb4JyBZ04Q_000000_000010#zh#9 一个男孩正在慢动作地表演背部翻转。
DO85advcKDg_000002_000012#zh#0 一个青少年正在电视机前翻了一个跟头。
DO85advcKDg_000002_000012#zh#1 一个男孩在客厅用力一蹬腿，双手向后摆，就完成了一个后空翻。
DO85advcKDg_000002_000012#zh#2 一个身穿白色背心的小男孩在房间里旋转跳跃。
DO85advcKDg_000002_000012#zh#3 一个小男孩儿在一个房间里表演着后空翻。
DO85advcKDg_000002_000012#zh#4 铺着地毯的房间内，一个穿背心的男人正在做后空翻。
DO85advcKDg_000002_000012#zh#5 一个年轻的东方男孩在他的客厅里, 练习后空翻。
DO85advcKDg_000002_000012#zh#6 一个男孩在客厅里以慢动作做着后空翻。
DO85advcKDg_000002_000012#zh#7 一个小男孩在房间里面用力的做着后空翻。
DO85advcKDg_000002_000012#zh#8 一个穿着白色背心的男孩在客厅里翻跟斗。
DO85advcKDg_000002_000012#zh#9 一个小男孩正站在房间中间，做一个后空翻，双脚着地。
iedAnz8fHhY_000000_000010#zh#0 一个身穿蓝色衣服的男人，在栏杆上翻滚的跳下。
iedAnz8fHhY_000000_000010#zh#1 一个人站在围栏上然后做了一个后空翻。
iedAnz8fHhY_000000_000010#zh#2 一个小男孩站在路边的围栏上，然后翻到了地上。
iedAnz8fHhY_000000_000010#zh#3 一个穿着黑色衣服的人在草地上做后空翻。
iedAnz8fHhY_000000_000010#zh#4 有一个人站在围栏上，向后一个后空翻，落在了草地上。
iedAnz8fHhY_000000_000010#zh#5 个男孩从栏杆上向后翻，落到了一片草地上。
iedAnz8fHhY_000000_000010#zh#6 一位年轻的男士站在篱笆上表演一个后空翻。
iedAnz8fHhY_000000_000010#zh#7 一个人站在一个门廊的栏杆上做了一个后空翻的动作。
iedAnz8fHhY_000000_000010#zh#8 站在铁轨的顶端, 一个孩子从铁轨上做了一个后背翻转。
iedAnz8fHhY_000000_000010#zh#9 一个穿着黑色衣服的人站在围栏上向后翻了过去，身后是一片绿色的草地。
_QB3Wxlvgug_000349_000359#zh#0 烘烤台上正放着刚做好的点心金黄金黄的。
_QB3Wxlvgug_000349_000359#zh#1 桌子上放着已经烤好的糕点，同时女孩发出惊讶的声音。
_QB3Wxlvgug_000349_000359#zh#2 一个烤盘上放着很多饼干，旁边有几个女孩在欢呼。
_QB3Wxlvgug_000349_000359#zh#3 一个人拍摄烤箱烤盘上烘培好的曲奇饼干。
_QB3Wxlvgug_000349_000359#zh#4 一个不锈钢的盘子上放着一些黄色的点心。
_QB3Wxlvgug_000349_000359#zh#5 孩子们看着新鲜出炉的饼干并做出反应。
_QB3Wxlvgug_000349_000359#zh#6 一屉糕点正在炉子上烘烤，旁边的餐桌旁站着一个人。
_QB3Wxlvgug_000349_000359#zh#7 一个盘子内装着一种食物，然后镜头移开了。
_QB3Wxlvgug_000349_000359#zh#8 在厨房里, 几个孩子谈论烤盘上的饼干。
_QB3Wxlvgug_000349_000359#zh#9 大家正在欣赏新鲜出炉被放在烤盘冷却的饼干。
KoaXqJ2A1Gw_000037_000047#zh#0 一个女人正在展示自己制作的曲奇。
KoaXqJ2A1Gw_000037_000047#zh#1 一个戴着眼镜的女人展示了她烤的巧克力饼干。
KoaXqJ2A1Gw_000037_000047#zh#2 一个身穿白色上衣的女子在家里做点心。
KoaXqJ2A1Gw_000037_000047#zh#3 一个戴眼镜的女人说着话展示着食物。
KoaXqJ2A1Gw_000037_000047#zh#4 一个穿着白色衣服戴着眼镜的人正在讲话。
KoaXqJ2A1Gw_000037_000047#zh#5 一位女士正拍摄她的成果，她制作了饼干，并在上面加了巧克力块。
KoaXqJ2A1Gw_000037_000047#zh#6 一位女士展示了一块上面有巧克力的糖饼干烤盘。
KoaXqJ2A1Gw_000037_000047#zh#7 一个正在说话的女孩在拍摄放在桌子上的饼干,。
KoaXqJ2A1Gw_000037_000047#zh#8 一位女士正在展示她用糖果和制做甜饼干。
KoaXqJ2A1Gw_000037_000047#zh#9 一个戴眼镜，黄头发的女子正在看着她的点心。
ZLdi_66sjgA_000129_000139#zh#0 烤箱里放着一盘烤好的曲奇，有人把它端出来放在烤箱上。
ZLdi_66sjgA_000129_000139#zh#1 在房间里，一个人在从烤箱里拿饼干出来。
ZLdi_66sjgA_000129_000139#zh#2 一个人带着手套端出烤箱里的曲奇饼。
ZLdi_66sjgA_000129_000139#zh#3 敞亮的室内，一只手拿着一盘黄色的食物。
