G9zN5TTuGO4_000179_000189#zh#0 在野外，一个人正在悬吊在冰地里面进行作业。
36E29x22tnQ_000018_000028#zh#5 几个带着复合弓的人，来参加射箭的比赛。
36E29x22tnQ_000018_000028#zh#6 在射箭比赛中，四个人同时拉动弓做出射箭姿势。
36E29x22tnQ_000018_000028#zh#7 很多人在观看一场弓箭比赛，比赛选手正在瞄准。
36E29x22tnQ_000018_000028#zh#8 在射箭比赛中, 三个人把弓箭拉回他们的弓向目标射击。
36E29x22tnQ_000018_000028#zh#9 在射箭比赛中，两名参赛者仔细瞄准目标并准备射击。
MrI8XlHC4p0_000000_000010#zh#0 在室外，一个戴着帽子的人在进行射箭比赛。
MrI8XlHC4p0_000000_000010#zh#1 一个男人非常专注的射箭，差一点射中了靶心。
MrI8XlHC4p0_000000_000010#zh#2 一位带着黑色帽子的男子射出去一支箭，打中了靶子。
MrI8XlHC4p0_000000_000010#zh#3 一名女性射箭选手在赛场上射中了二环。
MrI8XlHC4p0_000000_000010#zh#4 一个穿红色衣服戴黑色帽子的运动员射箭射到了靶子的黄色区域。
MrI8XlHC4p0_000000_000010#zh#5 一个人在运动场上，正在用飞镖枪，试图击中目标。
MrI8XlHC4p0_000000_000010#zh#6 一个人正在赛场上进行着激烈的射击比赛。
MrI8XlHC4p0_000000_000010#zh#7 爱一次奥运会箭术比赛中，一名射箭运动员射向目标。
MrI8XlHC4p0_000000_000010#zh#8 年轻男子用弓箭射击，一人射击靶心。
MrI8XlHC4p0_000000_000010#zh#9 一位戴帽子的人正在射箭比赛，旁边还有人在围观。
8f0U0oGyugQ_000007_000017#zh#0 几个人围着一个戴帽子的人射箭，随后另一个人也跟着射箭。
8f0U0oGyugQ_000007_000017#zh#1 一个脸上涂了颜色的男人和一个戴墨镜的男人在比赛射箭。
8f0U0oGyugQ_000007_000017#zh#2 在室外的草地上有一群人正在看两个男子射箭。
8f0U0oGyugQ_000007_000017#zh#3 一群人在看一个一个穿着浅色衣服的人和一个深颜色衣服的人射击。
8f0U0oGyugQ_000007_000017#zh#4 一个穿白色格子衣服的男人拉弓射了一箭，然后穿黑色衣服的男人拉弓也射了一箭。
8f0U0oGyugQ_000007_000017#zh#5 几个人站在周围，看两个男人在射弓箭。
8f0U0oGyugQ_000007_000017#zh#6 两个男人正在一群人面前表演射箭。
8f0U0oGyugQ_000007_000017#zh#7 两个男人单独用弓箭射箭的慢动作视频。
8f0U0oGyugQ_000007_000017#zh#8 一群人在室外空地上轮流拿起弓尝试射箭。
8f0U0oGyugQ_000007_000017#zh#9 两个男人拉开弓箭，然后释放箭头，而其他人在旁边观看。
TxqD1yP-Sa4_000000_000010#zh#0 一个女人在指责另一个女人，旁边的人与她进行激烈的争吵。
TxqD1yP-Sa4_000000_000010#zh#1 四个黑皮肤的女人，两个女人正在吵着玩，另外一个正在笑。
TxqD1yP-Sa4_000000_000010#zh#2 两个人在争吵，另外一个人默默笑着露出了白牙。
TxqD1yP-Sa4_000000_000010#zh#3 在一个明亮的房间里，一个男人在和一个女人在吵架。
TxqD1yP-Sa4_000000_000010#zh#4 有个穿着黑色半袖的人正在跟穿绿色半袖的人发生争执，旁边有个穿白色衣服的人在笑着。
TxqD1yP-Sa4_000000_000010#zh#5 两个年轻女孩在发生争执而另一个人在笑。
TxqD1yP-Sa4_000000_000010#zh#6 在室内，一个穿蓝色衣服的女孩子在和一个男孩子争吵。
TxqD1yP-Sa4_000000_000010#zh#7 两个少年开始争吵, 而另外两个青少年则试图忽视这一点。
TxqD1yP-Sa4_000000_000010#zh#8 两个人在房间里争吵，一个女人在笑着。
TxqD1yP-Sa4_000000_000010#zh#9 一群女孩正在大声说话，而其中一个女孩坐着微笑。
4ebFdrC9Fec_000020_000030#zh#0 一个男人挥着手满脸惊讶地在和另一个人说话，另一个人笑着和他交谈，旁边还有两个人站着，还有一个人蹲在地上捡了东西，站了起来，走远了。
4ebFdrC9Fec_000020_000030#zh#1 一个男人在和一个头戴白色头巾的男人探讨问题。
4ebFdrC9Fec_000020_000030#zh#2 几个男的在一个车旁激烈的争论着东西。
4ebFdrC9Fec_000020_000030#zh#3 一个包着白色头巾的男人正在和一个黑人男子说话。
4ebFdrC9Fec_000020_000030#zh#4 室外一个头扎白毛巾、戴着墨镜的人和一个黑人在交谈。
4ebFdrC9Fec_000020_000030#zh#5 一个男人正在和另一个男人说话，而另一个男人在笑。
4ebFdrC9Fec_000020_000030#zh#6 两个男子在户外一边工作一边开心的聊着天。
4ebFdrC9Fec_000020_000030#zh#7 两个人站在一边谈话一个人把手放在屏幕前。
4ebFdrC9Fec_000020_000030#zh#8 两个在工作现场的男人大声互相交谈。
4ebFdrC9Fec_000020_000030#zh#9 两个男人正在用卡通式的高声说话。
RhRtKsipSzM_000002_000012#zh#0 一个人在对着椅子上面的人讲话其余的人在旁边走动。
RhRtKsipSzM_000002_000012#zh#1 一群人坐在树旁的椅子上面一人在给他们讲话。
RhRtKsipSzM_000002_000012#zh#2 三个白色头发的老人在路边的椅子上聊天。
RhRtKsipSzM_000002_000012#zh#3 在一个大树下面有有一个长凳上面坐着三个人。
RhRtKsipSzM_000002_000012#zh#4 一个穿着红色衣服的人正在和别人说话。
RhRtKsipSzM_000002_000012#zh#5 三个男人坐在树下正在聊天，一个男人正在录像。
RhRtKsipSzM_000002_000012#zh#6 在公园里一群老人坐在树下的树荫里闲聊。
RhRtKsipSzM_000002_000012#zh#7 一个男人站在凳子上的三个人面前说话，其余三人正在走开。
RhRtKsipSzM_000002_000012#zh#8 一个男人正在和一群人争论，而另一个男人在嘲笑他。
RhRtKsipSzM_000002_000012#zh#9 一群人坐在一条凳子旁谈话，而另一些人则走开了。
i1Zf3AUlaL8_000083_000093#zh#0 坐地上的小孩哭着和站着的小孩争吵。
i1Zf3AUlaL8_000083_000093#zh#1 有一个站着地小男孩，和一个坐在地上小男孩交谈着。
i1Zf3AUlaL8_000083_000093#zh#2 一个穿黑色上衣的男孩和另一个站着的男孩聊天。
i1Zf3AUlaL8_000083_000093#zh#3 两个穿黑色衣服的男孩正在草坪上谈论。
i1Zf3AUlaL8_000083_000093#zh#4 一个坐在地上的小孩正在和一个站着的小孩交谈。
i1Zf3AUlaL8_000083_000093#zh#5 在人行道上，两个男孩坐着在互相交谈。
i1Zf3AUlaL8_000083_000093#zh#6 两个小男孩在外面开始争吵，其中一个坐在道路上。
i1Zf3AUlaL8_000083_000093#zh#7 一个男孩坐在人行道上与另一个站在他旁边的男孩谈话，一个人走过他们的身边。
i1Zf3AUlaL8_000083_000093#zh#8 个小男孩坐在人行道上与站在他们面前的小男孩说话，然后一位穿着粉红色衬衫的女士走过他们。
i1Zf3AUlaL8_000083_000093#zh#9 一个小孩在坐在小路上与另一个站着的小孩争吵。
aw55asaJJ34_000010_000020#zh#0 一个穿红衣服的人和一个穿白衣服的人在一张桌子上扳手腕。
aw55asaJJ34_000010_000020#zh#1 一个红色衣服和一个白色衣服的男生在桌子上比试腕力，旁边有两个人在指导红色衣服的男生。
aw55asaJJ34_000010_000020#zh#2 两个人在桌子上用手腕比较力量，一个人在旁边指挥。
aw55asaJJ34_000010_000020#zh#3 几个人团团围着桌子，在玩掰手腕游戏。
aw55asaJJ34_000010_000020#zh#4 有两个人正在桌子上进行着扳手腕比赛。
aw55asaJJ34_000010_000020#zh#5 孩子们用一种非传统的方式掰手腕，但是他们使用的是手腕而不是手。
aw55asaJJ34_000010_000020#zh#6 两个人掰着手臂，其他人则在附近说话。
aw55asaJJ34_000010_000020#zh#7 两个人正在桌子上进行扳手腕比赛。
aw55asaJJ34_000010_000020#zh#8 一个人正在用手臂与另一个人掰手腕并展示他的肌肉。
aw55asaJJ34_000010_000020#zh#9 有两个人正在做着手臂摔跤，旁边有很多的人在说话。
x6IAyph6dMc_000032_000042#zh#0 在一个房间里面，有好几个人在扳手腕。
x6IAyph6dMc_000032_000042#zh#1 在房间里有四个人正在扳手腕，其中一个人一拳打倒另一个人，然后三人继续扳手腕，最后分开。
x6IAyph6dMc_000032_000042#zh#2 一群男人在室内的桌子上一块掰手腕。
x6IAyph6dMc_000032_000042#zh#3 三个男人和一个女人在桌子上掰手腕。
x6IAyph6dMc_000032_000042#zh#4 四个年轻人在掰手腕，其中一个突然倒地上了。
x6IAyph6dMc_000032_000042#zh#5 四个男人正在一张桌子上掰手腕，然后他们摔倒在地上。
x6IAyph6dMc_000032_000042#zh#6 四个年轻人在一起扳手腕，穿黄色衣服的年轻人被推到了一边并摔倒了。
x6IAyph6dMc_000032_000042#zh#7 几个男孩子互相掰着手臂，一个接一个摔倒了。
x6IAyph6dMc_000032_000042#zh#8 一群男孩子正在房间里互相比试臂力。
x6IAyph6dMc_000032_000042#zh#9 一群四名男子正在进行一场四方手臂摔跤比赛。
n1DUmdez1hA_000354_000364#zh#0 一个身穿白色上衣的长头发女人在房间里插花。
n1DUmdez1hA_000354_000364#zh#1 一位金发女士穿着围裙，她先用喷壶向一片叶子喷水，之后用手整理一束花。
n1DUmdez1hA_000354_000364#zh#2 一个带绿色围裙的女人正在教授如何插花。
n1DUmdez1hA_000354_000364#zh#3 一个女子在装扮着一束插在瓶子里的花。
n1DUmdez1hA_000354_000364#zh#4 一个女人正在插花，她将满天星和玫瑰花进行组合。
n1DUmdez1hA_000354_000364#zh#5 一个女人在把花束放在一起之前喷洒红玫瑰。
n1DUmdez1hA_000354_000364#zh#6 一个女人边说话边将一朵花插进花瓶里。
n1DUmdez1hA_000354_000364#zh#7 一位快乐的金发女郎正在与观众讲话，她正在花瓶里插满玫瑰。
n1DUmdez1hA_000354_000364#zh#8 一个金发碧眼的女人正在演示如何摆放一瓶玫瑰花。
n1DUmdez1hA_000354_000364#zh#9 一位妇女正在展示如何准备花卉摆设。
-jToAVyxs-g_000046_000056#zh#0 有一个白发老年女子拿着一朵黄色的花放桌子上，旁边的女子拿着深红色的花给她。
-jToAVyxs-g_000046_000056#zh#1 一个女人将一只红色的手工玫瑰递给了旁边白色头发的老人。
-jToAVyxs-g_000046_000056#zh#2 在室内一个女子，手上拿着一朵花，对着一个白头发的女子。
-jToAVyxs-g_000046_000056#zh#3 在一个敞亮的室外，一个白色的女人和一个扎着头发的女人一起说话。
-jToAVyxs-g_000046_000056#zh#4 一个穿着花色上衣的人正在给一位老人献花。
-jToAVyxs-g_000046_000056#zh#5 一个女人把一朵黄花放在了桌子上，另一个女人给她了一朵红花。
-jToAVyxs-g_000046_000056#zh#6 一位年长的妇女和一位年轻的女士坐在一张桌子旁摆放鲜花。
-jToAVyxs-g_000046_000056#zh#7 一对妇女坐在桌子上,一个女人把一朵玫瑰递给另一个女人。
-jToAVyxs-g_000046_000056#zh#8 一个女人放下一枝玫瑰, 另一个女人递给她的另一朵玫瑰。
-jToAVyxs-g_000046_000056#zh#9 一个女人把一朵黄玫瑰放在桌子上, 然后另一个女人把一朵红玫瑰递给她。
BdmLB7IdGrk_000004_000014#zh#0 一个穿横条的妇女，桌上放了很多花儿！她随手拿来四朵花花。
BdmLB7IdGrk_000004_000014#zh#1 一位身穿条纹衣服的女人拿了五朵向日葵在讲述事情。
BdmLB7IdGrk_000004_000014#zh#2 一个戴着眼镜穿着条纹衣服的女人在整理花。
BdmLB7IdGrk_000004_000014#zh#3 一个穿着条纹上衣的女人在房间里插花。
BdmLB7IdGrk_000004_000014#zh#4 一个戴眼镜的女人，手里拿着黄色的花，在讲述如何插花。
BdmLB7IdGrk_000004_000014#zh#5 一个女人把几支向日葵与一束鲜花分开并将它们拿起来。
BdmLB7IdGrk_000004_000014#zh#6 一个女人站在一个排列着鲜花的桌前，手里拿着向日葵。
BdmLB7IdGrk_000004_000014#zh#7 一位女士在一家花店里解释如何使用向日葵插花。
BdmLB7IdGrk_000004_000014#zh#8 一个女人坐下来, 然后拿起一些太阳花。
BdmLB7IdGrk_000004_000014#zh#9 一个女人拿起一些放在桌子上的鲜花。
lbSUj_faLsA_000010_000020#zh#0 一个人正在一边拼装自行车，一边介绍自行车的原理。
lbSUj_faLsA_000010_000020#zh#1 一个穿着白色上衣的男人在修山地自行车。
lbSUj_faLsA_000010_000020#zh#2 一个穿白色衣服的男子将自行车前轮的刹车线接了上去。
lbSUj_faLsA_000010_000020#zh#3 一个穿着浅色衣服的人在室内弄一辆浅色的自行车。
lbSUj_faLsA_000010_000020#zh#4 一个男人正在演示如何正确安装自行车零件。
lbSUj_faLsA_000010_000020#zh#5 一个男人正在展示如何正确地拧紧自行车的刹车。
lbSUj_faLsA_000010_000020#zh#6 在室内，一个跟修理好了山地车并向人们展示着。
lbSUj_faLsA_000010_000020#zh#7 一个男人正在教导如何收紧自行车的把手。
lbSUj_faLsA_000010_000020#zh#8 一位自行车修理师演示如何在自行车上安装闸线。
lbSUj_faLsA_000010_000020#zh#9 一名男子解释如何完成自行车断线的整理。
BdWCltVcdxk_000015_000025#zh#0 一个穿白色西装的男子戴着麦克风在餐厅里讲话。
BdWCltVcdxk_000015_000025#zh#1 一位戴着耳机的光头黑人正在向我们介绍着什么。
BdWCltVcdxk_000015_000025#zh#2 一个穿着白色上衣的男人正在室内说话。
BdWCltVcdxk_000015_000025#zh#3 一位穿米色衬衫的人，他正在向人们讲述事情。
BdWCltVcdxk_000015_000025#zh#4 一个穿着白色上衣的人正在酒桌旁边讲话。
BdWCltVcdxk_000015_000025#zh#5 一个穿着讲究的男人在背景是会议室的地方说话。
BdWCltVcdxk_000015_000025#zh#6 一个脸上戴着麦克风的男人站在宴会前面说话。
BdWCltVcdxk_000015_000025#zh#7 一个男人正在讨论他的会议以及为什么很多人应该参加。
BdWCltVcdxk_000015_000025#zh#8 一个戴着耳麦光着头的男人站在宴会前讲说。
BdWCltVcdxk_000015_000025#zh#9 一个男子在一个大会议室里, 正在接受采访。
k4JhKErAIcU_000000_000010#zh#0 一位男子正在用投影仪在上面为下面人介绍着里面内容。
k4JhKErAIcU_000000_000010#zh#1 一个男人正在屏幕前认真的讲着一道题目。
k4JhKErAIcU_000000_000010#zh#2 一个穿黑色衣服的男人在讲台上讲解一些东西。
k4JhKErAIcU_000000_000010#zh#3 一个穿着西装的男人，指着屏幕上的数据。
k4JhKErAIcU_000000_000010#zh#4 一个穿着黑色衣服的人正在屏幕前讲话。
k4JhKErAIcU_000000_000010#zh#5 一个教课的男人一边看着一边指着幻灯片。
k4JhKErAIcU_000000_000010#zh#6 一个男人正在向大家介绍和说明着眼前的一张幻灯片。
k4JhKErAIcU_000000_000010#zh#7 在外语中，主持人显示在点亮的屏幕上发布的图表并进行讨论。
k4JhKErAIcU_000000_000010#zh#8 一个穿着黑色上衣的男人在讲台上演讲。
k4JhKErAIcU_000000_000010#zh#9 一个人正在讲解一个大的白板上的演示文稿。
NbZITwhH46E_000079_000089#zh#0 晴朗的天空下，几个人正在大街上谈论着什么。
NbZITwhH46E_000079_000089#zh#1 一群人站在路边，其中一个男人在打电话。
NbZITwhH46E_000079_000089#zh#2 一个穿着外套牛仔裤人在打电话另一个戴眼镜的人在等他。
NbZITwhH46E_000079_000089#zh#3 一个人正在打点化，旁边有几个人在做笔录。
NbZITwhH46E_000079_000089#zh#4 在一个晴朗宽阔的大街上，站着几个人正在说话。
NbZITwhH46E_000079_000089#zh#5 抗议者们正在提成问题，并且不断地呼喊驱逐我们的邻国。
NbZITwhH46E_000079_000089#zh#6 一群人站在街角，一个男子戴着眼镜，一个男子在打电话。
NbZITwhH46E_000079_000089#zh#7 很少有人像新教徒一样站在一起，而一个男人不停地重复同样的事情。
NbZITwhH46E_000079_000089#zh#8 一名男子正试图在户外与一小群人交谈。
NbZITwhH46E_000079_000089#zh#9 一名站在户外的男子解释说, 公寓业主在购买时往往没有权利。
6QroafCsHfc_000013_000023#zh#0 一个女人拿着话筒说话，一个男人拿着物品而下面一群人正在出价拍卖物品。
6QroafCsHfc_000013_000023#zh#1 一群人看着前面的三人，三人中的白衣女子一边说话一边做左手抬起动作。
6QroafCsHfc_000013_000023#zh#2 很多人围在一个拿着麦克风说话的女子身旁。
6QroafCsHfc_000013_000023#zh#3 一个穿白色衣服的女人拿着话筒在讲台讲话。
6QroafCsHfc_000013_000023#zh#4 一个长发女子正拿着话筒在讲话很多人坐在下面。
6QroafCsHfc_000013_000023#zh#5 一名女人在一场拍卖会上向坐着的人们进行报价。
6QroafCsHfc_000013_000023#zh#6 一名女子一边喊着拍卖价格, 一边指着一个房间里的竞买人。
6QroafCsHfc_000013_000023#zh#7 一个女人拿着话筒讲话，下面有很多观众。
6QroafCsHfc_000013_000023#zh#8 一名妇女正在举行拍卖会，随着人们的出价大声喊出出价。
6QroafCsHfc_000013_000023#zh#9 当女性拍卖师确认提高出价时，拍卖参与者对项目进行投标。
H5KcYdDzf9c_000176_000186#zh#0 一群人坐在一起，看着一个手里拿着小锤子举起来，另一只手拿着话筒的人。
H5KcYdDzf9c_000176_000186#zh#1 一群人都在鼓掌看着另一个人在台上表演。
H5KcYdDzf9c_000176_000186#zh#2 一群人正在用餐，其中有几个人正在拿着话筒讲话。
H5KcYdDzf9c_000176_000186#zh#3 有很多的人在屋子里面，有的人在鼓掌，有的人手里拿着话筒在唱歌。
H5KcYdDzf9c_000176_000186#zh#4 在一个房间里，很多人围坐在桌子旁，有一个男人拿着麦克风正在讲话。
H5KcYdDzf9c_000176_000186#zh#5 一群人鼓掌，然后开始一场私人拍卖。
H5KcYdDzf9c_000176_000186#zh#6 一群人正在关注一个拍卖师不停的快速讲话。
H5KcYdDzf9c_000176_000186#zh#7 在一个活动上举行拍卖会上一个人拍手。
